titl,push,tag,text,date
[心得] 台北富邦銀行 VISA無限卡 核卡心得,12,,"

這一次，終於擠身(？)進去富邦頂級卡的家族了！

完整圖文：



前言  網路上謠傳，台北富邦銀行的頂級卡不好辦，這一次，總算真的見識到了！

在正式申辦之前，我還特別做了功課，找了一下資料來看看，大概什麼樣子的財力，
比較容易申請下來？

[心得] 有富邦白金帳戶也不一定申請的到無限卡!!

這篇文章是2013年分享的，也就是4年前的文章，距今已經有一段小時間了，
也不知道是否還有效呢？

所以我就試試看，用我手邊現有的資料申請看看：

我身邊有的定存單，零零總總加起來，大概有1.6M，雖然最後是過了，
但中間的過程滿有趣的，我會在文章後段做個分享。

這一次呢，我是用台北富邦的「信用卡線上申辦系統」直接網路申請：

北富銀信用卡線上申辦系統       


走完整個流程之後，系統還會生成一個pdf檔，可以直接下載存檔：

將來有爭議時，還可以調出來看看：

此為申請書之PDF截圖






大致上了解如何申辦後，就可以來看一下這張卡的基礎優惠：

【官方網站】      


一般而言，像各銀行的頂級卡，有的為了營造出「頂級」形象，
會特別設計一個新的頁面。

不過這張卡好像還好。連「IMPERIAL尊御世界卡」也是一樣的框架頁面做介紹，
那就不用提在它等級之下的「無限／世界卡」了。

像玉山銀行「世界卡」，就有另外設計一個專屬的活動優惠頁面，
每年的卡片優惠，都會在上面定時更新。

也許我被玉山世界卡給養壞了，覺得「頂級卡」通常應該都會有另外的「新卡禮」…
像玉山世界卡是卡片拿到後，只要綁定玉山帳戶自動扣繳，只要刷999元，
次期就回饋888元刷卡金，真是爽呆了！

所以我特別看了一下富邦的官網有沒有類似的活動…？嗯？好像沒有…太可惜了。

有的，好像只有暑假限定 ( 2017/07~08月)網路申辦的優惠：


老話一句，「舊戶就吃屎吧！」←這大概是目前銀行業對既有卡友的態度。

既然這張卡是北富銀的「當家頂級卡」之一，也要來看看官方釋出的優惠囉：





【卡片優惠】

官網上面有完整的權益優惠，我在這邊挑出一些我覺得不錯的優惠：


優惠期間至106/12/31止



全年2次免費機場單趟接/送禮遇

無限卡全年送2次，需在刷卡後的90天內預約使用，要刷全額機票／八成的團費，
且單筆滿6000元。未符合資格者，一趟收1200元。

詳細規則請點我



免費使用全球機場貴賓室

Priporty Pass：全年可使用6次，單趟最多使用4次。
要刷全額機票／八成的團費，且單筆滿6000元。未符合資格者，進入貴賓室，
一次就收850元使用費。

詳細規則請點我




免費機場外圍停車

全年不限次數、每次最高30天免費停車優惠，很適合常常出國的商務族群使用。

於使用服務前90天內，刷付當次出國機票全額或旅行社團費80%以上者，
且需信用卡為正常狀態下，方可免費使用乙次。

詳細規則請點我



免費市區停車優惠

前期帳單需新增一般消費一筆，即可享有嘟嘟房/台灣聯通連鎖市區停車，
每天1、次、每次2小時免費停車優惠。

富邦世界卡/富邦無限卡以歸戶計算，每日限用1次，時數不得分開使用，
該次使用未滿時數上限，仍以使用完畢計算。

詳細規則請點我




免費道路救援

富邦無限卡事先完成車號登錄且生效後，即可於權益有效期間內享有全年不限次數之
免費道路救援服務。

50公里以內免費服務，超過50公里，每公里加收NT$50

詳細規則請點我



NT$3,500萬高額旅遊平安保險

詳細規則請點我










其實大體上看來，比較突出的亮點就是一年兩趟機場接送、機場外圍停車、
PP卡貴賓室、市區停車這幾項。

當然，如果把它跟台新的白海豚會轉彎聯名卡(此指「昇恆昌無限卡」)、中信鼎極卡
相比，可能就遜色不少。

畢竟，中信鼎極卡只要你的貢獻度夠高，就算沒有刷機票／團費，專員還是會讓你直接
預約機場接送，是很人性化服務；相比而言，北富銀的規定很硬，感覺上
不好通融就是了。

若不造成客服麻煩的情況下，刷個6000元的機票／團費，並且在三個月內進行預約，
也剛好符合PP卡的使用規範，若有轉機的行程也都可進去PP卡有配合的貴賓室，
剛好一趟可以使用上4次，算是很適合拿來出國用的卡。


與台新朝令夕改的白海豚會轉彎聯名卡相比，北富銀的卡片權益維護就有格調得多了。


不過說到旅遊平安保險，這張卡還是矮了人家一截：如：

台新 海豚會轉彎聯名卡：5000萬
中信 鼎極卡：5000萬
國泰世華 長榮極致無限卡：6000萬
北富銀 無限卡：3500萬

雖然這些錢是摔機才會賠啦，我們刷卡買機票的人是用不到啦，但至少是留給家人的
一筆錢嘛，在刷卡買機票的時候，還是要慎選卡片。

圖例：台新頂級卡送的保險額度
圖例：中信鼎級卡送的保險額度
圖例：國泰世華長榮極致無限卡送的保險額度

稍微查了一下資料，富邦只有「尊御世界卡」，才能享有5000萬的旅平險，所以
「無限／世界卡」在銀行內部的分類，的確是比「尊御世界卡」低一等的。

圖例：北富銀無限卡送的保險額度



再來就是分享我自己的辦卡流程：

【辦卡流程】

2017/08/05 線上加辦 「無限卡」

2017/08/07 接到專員來電，大致對話的內容如下：

專員：「請問是寶可孟先生嗎？」
我：「是。請問哪裡找？」
專員：「這邊台北富邦銀行信用卡專員。有收到您的無限卡申請件，但您檢附的財力
似乎不到我們的審核標準，請問您是否有其他的定存／房產證明能附上的呢？」
我：「呃…我手邊有的資料就這些耶，其他的部份我要另外再找，有一點麻煩…
不然這樣子好了，您請先用現在的資料送審，因為我本身有其他銀行的頂級卡在使用，
如果貴行不予核卡，我也沒關係。」
專員：「好，我們知道了。」


2017/08/08 又接到專員來電，大致對話的內容如下：
專員：「請問是寶可孟先生嗎？」
我：「是。請問哪裡找？」
專員：「這邊台北富邦銀行信用卡專員。我昨天有致電給您，有關於申請無限卡，
我跟我的主管有調閱您的聯徵報告來看，跟主管討論過後，決定發卡給您使用，
但是我們的卡片核發標準是50萬元，您檢附的財力比較難核到50萬元，
所以會比這個數字低一點，特別打電話過來通知您。」
我：「了解。也謝謝您！」

8/9上網查詢申請進度，看來是核卡通過的樣子

2017/08/09 收到核卡簡訊。

登錄網銀也發現有新的卡片出現：

2017/08/15 卡片送抵分行，完成領卡



整個過程大約是10天左右，扣除假日，大約是7個工作天可以拿到信用卡。非常的快速！


看到這，大家是否會懷疑富邦對「頂級卡」的門檻又放寬了呢？
是不是有放寬我不確定啦，但是銀行看到你的刷卡額／自行貢獻度，
還是會有差的喔！

像我去年主力是華南的紅利點數，今年主力改放中信ANA，這兩家銀行的刷卡額都
滿好看的，所以其他銀行在參考我的消費能力時，就有把這個部份列入，讓我在辦卡時
更加如魚得水。






在這邊整理一下網路上大家歸結的資格認定：

【申請資格】  這張圖是官網上的參考資料，年收200萬以上，就可以申辦。

值得注意的是，4年前P大的文章中探討的是「終生免年費」之標準，
是因為富邦不知道哪根筋不對勁，
竟在2013年推出「富邦白金客戶申辦世界／無限卡終身免年費」的活動！

因此大家開始討論怎麼樣才能拿到這個資格。很可惜，在2013過後，
富邦就再也沒有提出如此的好康，
讓我們後生晚輩，有機會可以再拿到「終生免年費」如此優渥的好處了…GG


 [情報] 富邦白金客戶申辦世界／無限卡終身免年費



因為富邦的銀行白金會員資格跟信用卡並不是完全連動的，是銀行的白金會員，
也不一定拿得到尊御卡的申請書。

我是在瑞湖分行領卡的時候，順便問行員的(也有可能是她不懂所以隨意回覆的)。

若您想申請這張頂級卡(無限／世界卡等級)，您需要滿足以下條件：

年收200萬元以上

定存至少200萬元  + 現職收入證明

定存不到200萬元，但持有他行頂級卡，並且年刷150 ~ 200萬 以上

都是有機會申辦下來的喔。


而它是「首年免年費」，第二年只要刷滿36萬，一樣可以減免5000元年費的！
只是不曉得好不好談心就是了？







再來，就是大家最期待的 開箱 跟 3D圖： 【開箱圖】


在分行領到的，一口氣就是兩份！深色的信封袋，裝的是頂級卡(頗有份量)；
淺色的則是PP卡。

無限卡正卡的信封打開後，裡面有核卡函、頂級卡權益手冊、約定條款，共三樣。

拿到這張卡，就等於你加入了北富銀的「頂級卡」會員…(但感覺上沒有什麼特別厲害的
油水就是)

開卡函正面，算是滿制式的。

開卡函背面，用的都是尊御卡卡面來示範。

無限卡卡面－正面

無限卡卡面－背面



在這邊，不免要抱怨一下…為什麼VISA不用新的版本呢？至少可以去背不是嗎？
不過我想原因，不外乎有二項：

一是無限卡的新logo之infinite變小字放VISA下方，所以換這個 LOGO，卡面要重新製作；

二是原本的卡面還有很多庫存，根本用不完；




PP卡的信封，如果申請頂級卡，那PP卡就會一起奉上。

PP卡開卡函－正面

PP卡開卡函－背面

改成新版的LOGO後，個人覺得滿好看的。

PP卡背面


【3D實拍】

VISA無限卡




PP卡





同場加映：
北富銀－鑽保卡




剛好這一波加辦，也有辦一張鑽保卡，所以在整理照片時，就順便為它拍了3D圖。

事實上，我覺得鑽保卡的質感，更甚於這張VISA無限卡啊…




【Combo技】

行文至此，我想大家最想知道的，就是近期是不是有什麼優惠，才會讓我又開始大力的
加辦卡片呢？   當然沒錯，目前有兩個活動可以一起參加喔！


台灣Pay twallet+ 行動支付 VISA新戶首刷享百元回饋

綁一張新的VISA卡(之前未曾綁定過的)在Twallet+上，任刷1筆就送100元！
(限量前15000卡)，這也應該是近期最優的活動之一了，新加辦卡的難度不高，
辦了正卡再加辦附卡一起來賺這100元／每卡吧！



台北富邦銀行 Apple Pay第二波活動

Apple Pay首次加富邦信用卡並於加卡後30天內完成任一筆支付，
富邦請您喝星巴克大杯那堤！( AP與 SP數量併計，限量3萬杯)






【結論】

其實富邦也算是滿佛心的，在行動支付上不遺餘力，台灣Pay是只要綁卡+首刷一筆就
送100，AP／SP之前沒有綁的，也可以趁此機會綁定拿咖啡！

至於這張無限卡，它是否真的有那個刷36萬元的價值呢？

網路上都有網友被邀請申辦「尊御世界卡」，但他因為沒有需求就直接拒絕的…
我連人家的車尾燈都看不到 QQ

所以還是回歸自身的使用習慣，如果覺得這張卡好用，那就放膽去試吧！
辦不過大不了三個月後，聯徵清空，就可以再挑戰其他的大魔王啦。

好的，富邦的頂級卡，就先分享到這邊囉！我們下次再見~

PS.富邦卡的額度由12萬跳升至35萬元，提高了近300%。


---

--
", 8/18
[問題] 中信muji御璽卡 muji點數,5,,"

10月20日填寫資料申辦信用卡
今天10月26日收到卡片,並且立刻消費金額滿888元
想請教幾個問題
1.刷滿888後贈送的600元muji點數,會顯示在哪裡呢?大概多久會收到?
2.該點數使用期限為年底前嗎?
3.10月壽星是否於10月底前帶卡去門市過卡(不用消費),即可再拿到900元muji點數呢?
4.該生日點數會顯示在哪呢?
5.該生日點數使用期限也是到今年年底嗎?

以上幾個問題,請大大幫忙解答,感激!

--
",10月26日
[問題] Mastercard港幣匯率,8,,"

今日在香港用元大鑽金刷了ㄧ筆
店員有詢問用港幣還是台幣計價 選了港幣
元大有刷卡即時簡訊
算出的匯率是4.1x
遠高於目前的3.8x
想請問這是正常現象嗎 @@？

另外想請教
Visa的港幣匯率會比較好嗎？
謝謝

--
", 9/12
[問題] 首刷禮裡面會放個資嗎？,1,,"


大家好，

有個蠢問題想問大家，

去年台新@gogo新戶首刷禮

送了一個21吋銀灰色行李箱，

因為擺了一年覺得自己實在用不到，

所以我外箱連拆都沒有拆就送人了

現在突然很懊悔沒拆開檢查

請問有相關贈品的大大

贈品裡面會不會有個資？




--
",11月6日
Re: [心得] 被盜刷，疑似易飛網外洩卡戶資料？,10,,"

今天早上收到郵局的簡訊，
通知我的刷卡金額。
當時我人在學校，
第一筆100
第二筆24890
第三筆31

馬上打電話到郵局停卡，
第一筆是在世界展望會刷卡的
第二筆是美國的購物網站
第三筆則是google play

目前第一筆跟第三筆已經被取消
第二筆則是寫信到美國購物網告知。

下午，台北郵局總部打電話告訴我
我的資料應該是外洩了。
“可能”是跟易飛網有關係，
要我上網看看新聞。
今年五月有在易飛網刷了6240的澎湖機票。

在此發文，
也希望相關可能受害的人，
可以一起團結！！

--
", 8/17
[討論] 刷中信line pay在新光三越折抵等於3% ？,0,,"

刷中信line pay有3%

Line point在新光三越1點折1元

那這樣不是比市面上所有卡都強

超越新光三越聯名跟現金回饋

等於有3%回饋

我這樣說正確嗎？？？
--
",10月1日
[問題] 聯名卡加值,9,,"


想請問一下，

身上有張中國信託的信用卡，其上有一卡通的功能。

在不使用現金的情況下，有辨法手動用信用卡扣款儲值嗎？

還是只能去商店消費才能加值呢？

感謝回答。

--
", 8/04
[心得] 中信line pay御璽卡 未核again,20,,"


[職業類別]: 安全衛生檢驗

[工作年資]: 7個月

[年齡]: 23

[年收入]: 填30萬

[申請卡別]:中國信託line pay御璽卡

[財力證明]:

三個月富邦薪轉網銀截圖+存摺封面

[已持有卡片與額度]: 樂天JCB 6萬 持有三個月

[有無貸款]: 約27萬

[核卡額度]:0

------
9/5想說三個月到了 就線上預約 5分鐘客服打來寄送申請書

9/6急件送達 填寫並送出

9/8中信收到並確認本人

9/12網路及簡訊通知進件

9/13手機照會

9/14線上及電話查詢未核
------

三個月前因為申請沒過 所以等了三個月想要繼續申請 結果還是沒過
我兩次申請都說不是學生 但我還要再修一年的課
不知道是不是因為有學貸關係
可是也是有看到板上其他有學貸的人有過
真的好想要那張莎莉卡喔qq
為了莎莉跟10/2要出國才申請的
還是我應該要轉學生卡進件
不知道可不可以打去客服叫他們改身分重新審
因為照會時我親口說不是@@
缺點就是只能三張卡且之後銀行給的額度都不高
但是我最近也丟了元大申請書 銀行還沒收到

--

我之前爬到好像是學生最好過的銀行 不知學貸

以前工作可以開 沒去開 就沒了
看來該找時間去開戶了

看來該找時間去開戶了
我也是看到有人40分鐘就核卡的文章

因為我申請有用記事本記下來
況且我是過了才線上預約的
所以還有好多天緩衝
但是我沒有自然人憑證 所以沒插卡確認

我也是覺得是學貸
板上有人說過學貸中信好像不愛qq

羨慕 中信好像有了就超簡單

求詳細

我試試看

我想要4隻莎莉qq

最近要出國 錢都換日幣準備花掉了qq


剛剛去中信永吉分行開戶順便問
兩個行員都跟我說應該是學貸關係
我都沒講他們就知道 可見自己內部也知道學貸嚴格
那個推銷辦卡的還直接打電話給信用部
一邊問我身分證一邊複頌 不到5秒馬上說學貸
", 9/14
[問題] LINE Pay溢繳36萬申請鼎極卡,23,,"

不好意思，我有個問題想請教，爬了文還是不懂，中信智能小C也在休息，請不要噓我，謝謝～

因為最近才知道LINE Pay從20萬變36萬仍有鼎極卡邀約，之前就很想要，而且最近才看到有溢繳這種手法

我想問我如果我拿到LINE Pay信用卡，額度可能15萬左右，我可以先去銀行轉帳36萬溢繳，然後獲得鼎極卡邀約嗎？之後再慢慢刷卡消耗掉溢繳的36萬

--


謝謝大家提供的方法，還有說明溢繳36萬還未符合資格，需要真正有請款36萬才可以，至於為什麼要這張，我個人是因為喜歡卡片的簡約，還有以下福利


",11月11日
[閒聊] 收到台新寄來的王品餐券及電影招待券,9,,"

收到台新銀行寄來的掛號信件，小妹在台新只持有1張昇無，除了每月沉重的帳單這封信
還真的是開封見喜XD

裡面有
小妹還沒有在王品集
團用餐的經驗，看來第一次就獻給酷必了:))





另外通知
喔！

通知函是寫我參加了「小資女 ...」活動
想很久還是想不起來這是什麼活動，也可能之前登錄過的但小妹想不起來了XD




提醒大家～時不時至信用卡活動登錄晃晃，說不定跟小妹一樣得到意外的驚喜喔！

--


09/12 10:12

小資女 吃喝玩樂全都包（但找不到活動內容了）
", 9/12
Re: [閒聊] 現金回饋卡分析,16,,"


能?

用?

現?



這種列法是在考驗小戶的智商嗎？明知道有「級距」限制還硬是要「排名」，標準一開始
就不一樣了。再來，國內消費要滿10,000才會回饋到1.5%，所以要大家在外面一般通路刷
卡到1萬才有這種回饋等級，請問一下，它沒有網購跟一般通路的回饋差別耶？看看人家
台新、富邦為什麼可以吸引這麼多人辦？因為沒有「消費級距」的問題啊！台新綁個Rich
art網購就3.5%一般通路1.5%、富邦只要當月有網購消費，一般通路回饋就從0.5%升到0.7
%，那花旗呢？設那個門檻在那邊那麼難用，逼卡戶都要消費到1萬才能拿1.5%？我每個月
繳兩萬的卡費，寧可只用花旗來刷電影，甚至覺得花旗也沒什麼利用價值可以剪掉算了，
台新也有折電影票價沒差多少，我為什麼要讓一張沒什麼用的卡去佔住我的額度？真的就
是一個感覺問題，給回饋不乾脆的話大家都看在眼裡啦！前陣子台新認列網購通路的問題
，人家後來9月初更新一拖拉庫平台上去，看到的就是誠意，懂？



卡(

一

多

0%

上?

 0

/?

消?

特

%?


--
", 9/21
[情報] 有LINE輕鬆萊Pay! 萊爾富消費最高享6%,13,,"




筆筆消費不限金額，最高享LINE Points 6%點數回饋

活動期間：2017/9/27(三) - 10/27(五)
活動內容：
所有LINE Pay用戶，使用「我的條碼」結帳

綁定任一銀行信用卡/簽帳金融卡，筆筆消費享LINE Points 2%點數回饋

綁定中信LINE Pay信用卡/簽帳金融卡，最高享6%點數回饋可再享最多4%，總計最高可享L
INE Points 6%點數回饋   每筆不限金額即再享一次【Beats Solo3 Wireless 頭戴式耳
機-LINE FRIENDS特別版乙個】抽獎機會，共抽出100名

綁定台新卡信用卡/簽帳金融卡，最高享LINE Points 5%點數回饋。筆筆消費不限金額享L
INE Points 2%點數回饋，再享LINE Points 3%點數回饋，總計最高可享LINE Points 5%
點數回饋（限量90,000點，額滿為止）

綁定花旗信用卡，最高享LINE Points 5%點數回饋。筆筆消費不限金額享LINE Points 2%
點數回饋，首刷消費再享加碼LINE Points 3% 點數回饋，總計最高可享LINE Points 5%
點數回饋 ！（限前5,000名，額滿為止。每位用戶最高可享LINE Points 30點。）


LINE Pay新用戶，最高可再得LINE Points 80點

活動期間：2017/9/27(三) - 11/27(一)
活動內容：
- 2017/10/27前，註冊LINE Pay並於萊爾富完成註冊後首筆消費，不限消費金額，可得LI
NE Points 30點。
- 2017/11/27前，於LINE Pay任一合作通路再次消費，不限消費金額，可再得LINE Point
s 50點。

--

贈送都是一般點數看起來應該還有銀行本身的回饋？


--
", 9/27
Fw: [情報] 聯邦 支付活動-High翻跨年PArtY,0,,"



作者: hste (time is money!) 看板: MobilePay
標題: [情報] 聯邦 支付活動-High翻跨年PArtY
時間: Sat Oct 28 12:06:31 2017


官網網址 


活動期間：106年10月18日-12月3日
活動獎品：掌門精釀微風松高店跨年派對入場券 (內含酒類及餐點)

沒參加過這種派對

本來以為群組沒有人數限制 想邀個鄉民團 眼殘 一組限6人

北部的板友 有興趣的可以參加看看~

(是說現在還有多少人在拿聯邦的2%?)


--


",10月28日
[心得] 中信ANA白金.LINE PAY 學生核卡,8,,"

[職業類別]: 碩士生+外商正職+兼職行政

[目前工作年資]: 兼職2年，正職1個月

[年齡]: 25歲，男

[年收入]: 填15萬

[申請卡別]:中信ANA聯名白金and Line Pay Visa

[可提供財力證明]:兩年薪資單+一個月正職薪資(中信薪轉戶)

[已持有卡片額度]:
中信酷玩卡20K
一銀星璨卡20K
一銀晶緻悠遊JCB 20K

[是否有無貸款] : 無

[最近3個月內有無申辦] :
一銀星璨卡→核卡
一銀晶緻悠遊→核卡
富邦數位生活卡→未核卡
花旗饗樂卡→網路申請，後來放棄

[核卡額度] : 中信ANA聯名白金and Line Pay Visa皆20K

[心得] :
ANA聯名白金卡:
8/17網路舊戶申請
8/18打電話照會本人
8/19網路查詢已核卡

Line Pay Visa:
8/1網路舊戶申請
8/2網路查詢已核卡
(這張真的超級神速……)

會想申辦ANA白金是因為他的次年免年費條件比較好達成(年消費超過1萬2)
也因為剛出社會，出國也不會太頻繁，就想說辦這張慢慢累積哩程數
而且這張卡的卡面設計讓我看了很喜歡XDDDDD
不過由於ANA我辦的是JCB而非VISA，許多版友說JCB不是很好用(?)
所以目前的策略應該還是以國內消費累積哩程數為主
且用了一銀的悠遊JCB發現在台灣大部分店家都可以刷

一直以來都是秉持著刷多少就繳多少的做法，且沒有學貸
所以這兩張核卡都這麼快，我想應該是信用狀況良好才那麼快速

--
", 8/20
Re: [情報] 台新卡得利下載即享NT$30刷卡金,7,,"

姊剛才網銀查７月燃料費回饋時

發現帳單裡 9/6有一筆卡得利ＡＰＰ下載的$30

所以大家可以查查收到沒囉




--
", 9/13
[心得] 學生 學貸 小白 花旗 中信核卡,3,,"


[職稱] 填學生

[學歷] 填大學

[目前工作年資] 三個月

[年齡] 20

[年收入] 填190K

[提供財力證明] 近三個月薪轉+
國泰存摺台外幣合計25K

[是否貸款]  學貸31K

[已持有信用卡] 無

[申請卡別]
中信Line Pay御璽卡 (學生卡)
花旗饗樂卡（學生卡）
(中信先送 後來等很久沒消息才投花旗)

[申請進度]
中信Line pay
10/11送件
10/14簡訊通知進件
10/19簡訊通知補件(說薪轉證明要弄在同一張圖)
10/24早上電話照會 中午簡訊通知核卡
10/26寄出卡片

花旗饗樂卡
10/18送件
10/19中午網路顯示進件 下午顯示核卡(超迅速耶)
10/23寄出卡片

中信是行員跟我說我絕對會過 一直想叫我辦
我原本不相信XD因為有學貸 又是學生小白
但還是簽下去了(腦波超弱 同事也說我太好說話XD

花旗完全是意外XD
因為中信實在等太久
後來想查花旗饗樂卡有什麼優惠之類的
就上花旗官網看一下
沒想到想看卡片優惠還要登錄資料
我就給他登進去了…完全只是想看看 沒有想辦的意思
隔天電銷人員立馬打過來說我有登錄資料%#&$^
跟我說一堆…本來想用學生 學貸等理由推掉
不過他一直說學生卡很好過
又鑒於中信一直沒下文
所以就寄件了…(真的很好說話XD

有點嚇到 沒想到兩張都過
因為本身是月光族 還有學貸
存款也只有國泰那少少的25K
朋友跟我說我花旗先過了
所以中信那張理所當然也跟著過(真的嗎？
沒想到我能在這裡發心得文
祝大家想辦的卡都可以順利的核卡唷～


-----
Sent from JPTT on my Sony G8142.

--
",10月28日
