,Unnamed: 0,Unnamed: 0.1,titl,link,push,auth,date,text,reply,date_new,predict_tag,final_push
2392,2392,11054,[問題] 請問辦卡速度,/bbs/creditcard/M.1506329114.A.0D3.html,5,cb400, 9/25,"

請問元大鑽金卡從申請到實際拿到卡要多久時間？
因為臨時買到香港的便宜機票，然後香港應該只會去這麼一次，所以不想換太多港幣，身
邊又沒有高於海外1.5%的信用卡
有朋友推薦元大鑽金卡，只是不曉得會不會拿到卡都已經回國了，那就等於白辦了
目前常在用的卡是中信紅利卡、玉山國旅卡
薪資年收入約700K，目前有貸款（1200的房子還剩300，還款正常）無信用不良記錄
目前有張澳盛卡在申請中（被強迫推銷……）
--

抱歉  已修改

 09/25/2017 16:54:59
",15,2017-09-25,0.40037579250398,5
2406,2406,11068,[問題] 國泰SOGO悠遊聯名卡打折,/bbs/creditcard/M.1506360601.A.E20.html,1,dream0116, 9/26,"


看到這張SOGO聯名卡有百貨正品九折，不知道在各個彩妝保養專櫃是不是也適用九折的優
惠？

不曉得有沒有版友有使用經驗的呢？

--
",7,2017-09-26,0.6771920203217378,1
2413,2413,11075,[公告] 即日起禁止詢問業務專員哪裡有...文章,/bbs/creditcard/M.1506414224.A.A86.html,7,MoonAthenaX, 9/26,"

雖然板規2-7已有禁業務徵求

但並無明言禁止詢問業務櫃點等

導致板工群常為此類文章大傷腦筋

無法確認是否為偷渡徵業務文

詢問哪邊有業務設點+想要到府業務專員

直接打去銀行詢問~其實就可以解決

因此即日起禁止詢問業務文

9/26-10/5 為10天宣導期

10/6起詢問業務文會以板規2-7處理


               板工群

--
",14,2017-09-26,0.3873398191397579,7
2419,2419,11081,[問題] 刷卡的旅平險及自己買的旅平險,/bbs/creditcard/M.1506436075.A.F58.html,8,littleag, 9/26,"

一直以來一直有個問題
但找了很多資訊還是不確定，想請問大家

就是大家都知道刷卡買機票或團費通常有附贈旅平險
這也是寧可給他加%還是願意刷卡的其中一個原因
但是也的確有些自購的旅平險保障比較完整

我想問的是 如果今天刷卡買機票
然後又自購旅平險 結果真的發生事情的話
可以獲得雙重理賠嗎？

舉班機延誤好了
他都要我們提供正本文件
可是航空公司會提供給你兩份延誤證明嗎？
如果只有一份，那是不是只能選擇有利的一個？
那這樣感覺就沒必要刷卡或自購，選一個即可

希望有版友有相關經驗提供參考，謝謝。

--
",14,2017-09-26,0.2218926743323651,8
2420,2420,11082,[問題] line pay首刷禮被收回,/bbs/creditcard/M.1506443555.A.6C5.html,6,zodiak, 9/27,"









有人知道他什麼時候重新發放嗎？

他只有說有問題要回收但是都沒說什麼時候發...

--
",7,2017-09-27,0.1705164464354918,6
2428,2428,11090,Re: [問題] 刷卡的旅平險及自己買的旅平險,/bbs/creditcard/M.1506473115.A.156.html,4,Finert, 9/27,"




這裡提供一下自己出國買旅平險的配置與經驗(這邊只說附加的旅遊不便險部分)
通常我個人都是搭LCC航空居多，所以我大多會這樣買保險
以下提到的保險公司沒有要替他們打廣告的意思，請自行斟酌所需

1.信用卡送的旅遊不便險
基本上都是實核實銷，比較適合用在真的有什麽狀況要DELAY一天的時候，可以用來訂
住宿跟飯錢以及後續交通費用

2.可以直接買交通票卷實支實付的旅遊不便險(通常我都買富邦產險)
因為我是上班族，通常請假都是剛剛好出國用，如果有什麽DELAY的狀況，LCC航空就算
隔天恢復運輸，也不一定能保證可以排得上飛機，所以這時候如果有可以買機票實支實
付的保險，就可以趕快找還有飛的航空公司買機位，用最快的速度飛回來

3.固定賠償的旅行不便險(通常我都買國泰產險)
通常上班族如果要額外請假或者事假，會有扣薪的問題，所以這個固定賠償的金額，多多
少少可以平衡一下這個會被扣薪的問題

以上有些保險公司申請理賠不需要相關文件的正本，所以同時多家理賠是沒有問題的，
但基本上還是要看清楚規定。

出國到現在都還沒遇過可以使用這些保險的情況，但基本上我一定會買，因為保險就是降
低自己的風險，萬一有什麽狀況飛機不飛，在櫃檯跟地勤吵架是沒用der，還不如趕快看
一下自己保額有多少，趕快訂個好一點的飯店來平衡一下

個人唯一用到一次旅遊不便險的機會是多年前去馬祖，那次回程被關島關了二天，還好第
三天天氣總算變好可以回程。那次剛好帶了三位朋友一起去，還有我跟另外一位朋友的信
用卡旅遊不便險夠給力，額外二天的住宿與飯錢都可以申請保險，不然的話，實在會很嘔
，因為被關島的時候，也沒有心情再去玩，每天都是在機場等飛機起飛...

最後提醒一下，保險不是有保就算了，也不是聽別人說說就算了，最好還是要花點時間
看一下保障的內容以及範圍，以免買了一堆保險，結果到時候要理賠時，會被一堆規定
所刁難。

--
",5,2017-09-27,0.460825186180153,4
2432,2432,11094,[問題] 昇恆昌無限卡次年免年費,/bbs/creditcard/M.1506488887.A.30B.html,13,a187, 9/27,"

現在大概才刷30萬

年底出國有20萬要刷

不知道要不要拼60萬

很不想刷了60萬海豚卡又說要刷120萬才免年費

有八卦嗎?




",23,2017-09-27,0.4335994975866048,13
2439,2439,11101,[問題] 中信無印卡與改制的muji passport生日券,/bbs/creditcard/M.1506511779.A.CE5.html,10,aiyowaya, 9/27,"

大家好

中信無印卡生日當月都有兌換券可以領

以前還能與muji passport這隻app裡所拿到的9折併用

所以可以買1000元的東西，然後透過9折券，一次把三張生日券使用掉




但去年底muji passport改成消費1000元才能抵150元的券

感覺上是85折

但實際上不知還能不能和聯名卡所獲取的券併用

也就是我去消費1050元，然後先用掉app裡的券，然後再支付三張生日券

能這樣嗎

請今年生日已過的朋友分享一下案例吧

謝謝

--
你說你想要找個寬厚的肩膀　問自己帶你到甚麼地方

            我說我想要找個避風的港灣　謝謝你　陪我到任何地方

                                    你的寬容　還有我溫柔的包容　


--
",11,2017-09-27,0.22859488725253205,10
2441,2441,11103,[問題] AE轉卡詢問 - 美國,/bbs/creditcard/M.1506519093.A.228.html,3,isswift, 9/27,"

各位前輩好~~~

小妹近日想試試看是否能轉卡成功，

請問是否有推薦的ae卡呢？


因為對美卡實在不熟悉，

看半天還是不清楚哪張比較符合實際需求，

只好來詢問各位前輩了，

主要都是網路刷卡，

希望無國外交易手續費(這樣在台也比較能用，

以及免年費或低年費，


麻煩各位前輩推薦了，

感謝大家!!!

--
",5,2017-09-27,0.2644778236176069,3
2459,2459,11121,Re: Fw: [心得] 王道銀行醜醜卡面分享,/bbs/creditcard/M.1506583975.A.47D.html,18,molsmopuim, 9/28,"



因為新戶388現金＋推薦連結77現金，

這次就辦下去了～

卡片很漂亮，





但MasterCard你的白色怎麼不去背啦...

真是美中不足XDDD


然後銀行帳戶尾數888！
超漂亮的數字耶！開心XD






問一下大家～

各家MasterCard新卡面都沒去背嗎？

-----
Sent from JPTT on my HTC_M10h.

--

那真是悲劇..
不覺得很像一張貼紙貼在那邊嗎XD

這樣啊～算是早鳥的福利嗎XD

真的，再美的卡面都會被摧毀XD

可惡，害我白開心了一下XD

不是能不能，
應該是要不要用心做的問題XD

VISA表示被陰XD

是不是～
",24,2017-09-28,0.5563303953494824,18
2463,2463,11125,Re: [問題] 台新昇恆昌無限 尊容通關 改限額,/bbs/creditcard/M.1506588574.A.A54.html,40,jay70134, 9/28,"

借此標題回文，我是有繳年費的持卡人。

如同版友們查詢，尊榮通關到年底已被預約滿，昨天打去台新客氣詢問有繳年費的卡友該
怎麼辦？！

今天就收到特別序號，剛去電肯譯預約10/23出境尊榮通關成功，一次預約2位。

參考看看~~

--
",39,2017-09-28,0.7334832496166264,40
2465,2465,11127,[新聞] 國人今年前8月刷出1.73兆 再創新高,/bbs/creditcard/M.1506599890.A.C5A.html,6,syxuan, 9/28,"


國人今年前8月刷出1.73兆 再創新高

2017-09-28 17:45聯合報 記者孫中英╱即時報導

金管會今天發布，統計今年1到8月，信用卡簽帳金額累計高達1兆7293億元，再創歷年同期新高，今年前8月刷卡金額也比去年同期的1兆6072億元，增加1221億元、成長7.6%。

金管會銀行局副局長莊琇媛表示，今年8月信用卡簽帳金額2266億元，也創下歷史第4高紀錄，今年8月信用卡簽帳金額升高，主因暑假出國旅遊旺季再加上開學季繳學費等原因，但也跟民眾使用信用卡替代現金比率提高有關。

銀行局統計，歷年信用卡簽帳金額，單月最的是今年6月的2951億、次高的為去年6月的2634億元，第3高是前年6月的2425億元，今年8月的2266億元，拿下史上第4高紀錄。

備註：刷好刷滿！

-----
Sent from JPTT on my Asus ASUS_Z01MDA.

--
星期日　星期一　星期二　星期三　星期四　星期五　星期六

　☁　　　☁　　　☂　　　☁　　　☼　　　✈　　✂╰ひ╯

--
",8,2017-09-28,0.3952684907566532,6
2466,2466,11128,[問題] 繳卡費的問題,/bbs/creditcard/M.1506603658.A.CDA.html,2,framcis, 9/28,"

我有一張花旗卡，繳費期限在每月的21號，這個月沒有全額繳完，現在想要把沒有繳完的
部分繳納，這樣可以嗎？
我繳的金額是不是原來的全額扣掉我已繳的部分？
謝謝

--
",10,2017-09-28,0.6883062714790733,2
2480,2480,11142,[情報] 澳盛LEXUS聯名卡，停車神卡續存~,/bbs/creditcard/M.1506668769.A.272.html,4,andyyeh20237, 9/29,"

剛剛收到厚厚一疊澳盛跟星展的變更資料如圖





應該是有繼續接這張卡了...
還好不用回去刷玉山世界卡
年費門嵌也降為三萬(學費也認列)，好養多了


--
",9,2017-09-29,0.5966784569521256,4
2487,2487,11149,[問題] 請問在文教社刷卡算補習費還是一般消費?,/bbs/creditcard/M.1506691206.A.AD4.html,1,yew198110, 9/29,"

本人去補習班刷卡！
但他的公司名稱叫某某文教社
請問刷卡銀行會認定是學費還是一般消費?
因為我是刷花旗學費紅利3倍卡
若是一般消費我想改刷一般哩程卡

--
",8,2017-09-29,0.2724051854125685,1
2495,2495,11157,[情報] AE亞洲首間機場貴賓室 將於香港機場開幕,/bbs/creditcard/M.1506725240.A.959.html,11,mac5566, 9/30,"

新聞網址



重點節錄：
1. 將於10月2日開幕
台灣黑卡會員、簽帳白金卡及長榮航空簽帳白金卡會員可免費進入

2. 位於香港國際機場一號客運大樓，鄰近61號登機閘口，佔地約225坪

3. 同行親友進入
簽帳白金卡及長榮航空簽帳白金卡會員可與最多兩位同行賓客免費使用
黑卡會員可與直系親屬(配偶或未滿18歲子女)或最多兩位同行賓客免費使用

終於要開幕了！

--
",18,2017-09-30,0.5638825289082909,11
2513,2513,11175,[問題] 聯邦 android pay 星巴克兌換券,/bbs/creditcard/M.1506790410.A.AA2.html,0,nrtc,10/01,"

網站寫會在次月月底發送到正卡持卡人手機
八月兌換的理論上九月底前要收到
但我到現在都還沒收到

請問八月有兌換星巴克的人
有人收到簡訊了嗎？

--
",1,2017-10-01,0.7182839394336629,0
